node,mean,sd,MC error,2.50%,median,97.50%,start,sample
"delta.centred[24,11]",-0.04561,0.009417,6.82E-05,-0.06401,-0.04554,-0.02708,15001,40000
"delta.centred[24,12]",-0.03817,0.009731,7.61E-05,-0.05729,-0.03807,-0.01916,15001,40000
"delta.centred[25,1]",0.1003,0.01085,7.87E-05,0.07899,0.1003,0.1213,15001,40000
"delta.centred[25,2]",0.05487,0.01054,8.27E-05,0.0342,0.0549,0.07553,15001,40000
"delta.centred[25,3]",-0.166,0.01476,1.16E-04,-0.1956,-0.1659,-0.1376,15001,40000
"delta.centred[25,4]",-0.05134,0.01401,1.07E-04,-0.0788,-0.05129,-0.02419,15001,40000
"delta.centred[25,5]",0.03029,0.01399,1.13E-04,0.002748,0.03043,0.05728,15001,40000
"delta.centred[25,6]",0.0656,0.01243,9.83E-05,0.04118,0.06561,0.08981,15001,40000
"delta.centred[25,7]",-0.02465,0.01222,9.53E-05,-0.04872,-0.02453,-7.36E-04,15001,40000
"delta.centred[25,8]",-0.01005,0.01177,8.92E-05,-0.03301,-0.01012,0.01298,15001,40000
"delta.centred[25,9]",-0.01749,0.01177,9.73E-05,-0.04041,-0.01752,0.005477,15001,40000
"delta.centred[25,10]",0.01278,0.01129,9.14E-05,-0.009303,0.01275,0.03512,15001,40000
"delta.centred[25,11]",-0.02138,0.0112,8.73E-05,-0.04353,-0.02135,5.07E-04,15001,40000
"delta.centred[25,12]",0.02712,0.01126,8.65E-05,0.005104,0.02712,0.04918,15001,40000
"delta.centred[26,1]",-0.02214,0.01644,1.30E-04,-0.05394,-0.02217,0.01037,15001,40000
"delta.centred[26,2]",-0.04331,0.01563,1.26E-04,-0.07402,-0.04323,-0.01279,15001,40000
"delta.centred[26,3]",-0.04957,0.0196,1.73E-04,-0.08827,-0.04942,-0.01161,15001,40000
"delta.centred[26,4]",0.001899,0.01921,1.62E-04,-0.0358,0.001842,0.0397,15001,40000
"delta.centred[26,5]",-0.02545,0.01954,1.68E-04,-0.06358,-0.02543,0.01307,15001,40000
"delta.centred[26,6]",-0.01599,0.01808,1.45E-04,-0.05175,-0.01586,0.01947,15001,40000
"delta.centred[26,7]",-0.003259,0.01702,1.38E-04,-0.03658,-0.003255,0.03003,15001,40000
"delta.centred[26,8]",0.004621,0.01687,1.36E-04,-0.02833,0.004621,0.0377,15001,40000
"delta.centred[26,9]",0.0443,0.01614,1.27E-04,0.01276,0.04425,0.07588,15001,40000
"delta.centred[26,10]",0.04534,0.01599,1.28E-04,0.01398,0.04533,0.07681,15001,40000
"delta.centred[26,11]",0.0205,0.01592,1.39E-04,-0.01076,0.02054,0.05162,15001,40000
"delta.centred[26,12]",0.04305,0.01642,1.39E-04,0.01067,0.04314,0.0753,15001,40000
"delta.centred[27,1]",-0.1113,0.01017,7.59E-05,-0.1314,-0.1113,-0.09132,15001,40000
"delta.centred[27,2]",-0.1361,0.01005,7.45E-05,-0.1558,-0.1359,-0.1165,15001,40000
"delta.centred[27,3]",0.09895,0.01183,9.08E-05,0.07595,0.09891,0.1222,15001,40000
"delta.centred[27,4]",0.07072,0.01198,9.36E-05,0.04719,0.07073,0.09441,15001,40000
"delta.centred[27,5]",0.07032,0.01215,9.56E-05,0.04645,0.07043,0.09398,15001,40000
"delta.centred[27,6]",0.04914,0.01121,8.39E-05,0.0271,0.0492,0.0711,15001,40000
"delta.centred[27,7]",0.01483,0.01052,8.16E-05,-0.005886,0.01484,0.03539,15001,40000
"delta.centred[27,8]",0.006386,0.01042,8.05E-05,-0.01403,0.006389,0.02685,15001,40000
"delta.centred[27,9]",-0.02375,0.01035,7.58E-05,-0.04408,-0.02368,-0.003455,15001,40000
"delta.centred[27,10]",0.01787,0.009862,7.66E-05,-0.001406,0.01789,0.03713,15001,40000
"delta.centred[27,11]",0.003838,0.009764,7.30E-05,-0.01531,0.003875,0.02294,15001,40000
"delta.centred[27,12]",-0.06093,0.01021,7.82E-05,-0.08106,-0.06082,-0.04083,15001,40000
"delta.centred[28,1]",0.06574,0.01385,1.08E-04,0.03896,0.06575,0.09312,15001,40000
"delta.centred[28,2]",0.009554,0.01363,1.08E-04,-0.01719,0.009588,0.03611,15001,40000
"delta.centred[28,3]",-0.06089,0.01742,1.50E-04,-0.09516,-0.06083,-0.02656,15001,40000
"delta.centred[28,4]",0.0206,0.01706,1.39E-04,-0.01309,0.02057,0.0538,15001,40000
"delta.centred[28,5]",-0.04466,0.01755,1.54E-04,-0.07908,-0.0447,-0.01005,15001,40000
"delta.centred[28,6]",-0.01962,0.01603,1.34E-04,-0.05136,-0.01959,0.01138,15001,40000
"delta.centred[28,7]",-0.01018,0.01516,1.25E-04,-0.03998,-0.01013,0.01948,15001,40000
"delta.centred[28,8]",-0.06497,0.01514,1.22E-04,-0.09447,-0.06498,-0.03493,15001,40000
"delta.centred[28,9]",-0.01008,0.01474,1.13E-04,-0.03921,-0.01006,0.01864,15001,40000
"delta.centred[28,10]",-0.02022,0.01445,1.15E-04,-0.04851,-0.02017,0.008132,15001,40000
"delta.centred[28,11]",0.06863,0.01372,1.08E-04,0.04186,0.06864,0.09554,15001,40000
"delta.centred[28,12]",0.06611,0.01432,1.12E-04,0.0379,0.06616,0.09386,15001,40000
"delta.centred[29,1]",0.01461,0.009715,7.83E-05,-0.004399,0.01463,0.03361,15001,40000
"delta.centred[29,2]",0.01252,0.009476,7.69E-05,-0.006137,0.0125,0.03127,15001,40000
"delta.centred[29,3]",-0.06868,0.01272,1.04E-04,-0.09372,-0.06875,-0.04386,15001,40000
"delta.centred[29,4]",0.07487,0.0121,9.41E-05,0.05116,0.0748,0.09842,15001,40000
"delta.centred[29,5]",0.07481,0.01231,9.24E-05,0.05074,0.07479,0.09899,15001,40000
"delta.centred[29,6]",0.02499,0.01142,9.44E-05,0.002317,0.02505,0.04732,15001,40000
"delta.centred[29,7]",0.002815,0.01073,7.54E-05,-0.01819,0.002832,0.02382,15001,40000
"delta.centred[29,8]",-0.009368,0.01053,8.79E-05,-0.02993,-0.009303,0.01111,15001,40000
"delta.centred[29,9]",-0.03114,0.01035,7.98E-05,-0.05153,-0.03111,-0.01114,15001,40000
"delta.centred[29,10]",-0.001662,0.01004,8.30E-05,-0.02152,-0.00157,0.01768,15001,40000
"delta.centred[29,11]",-0.04491,0.01008,7.68E-05,-0.06465,-0.04493,-0.02523,15001,40000
"delta.centred[29,12]",-0.04885,0.01018,8.22E-05,-0.06877,-0.04884,-0.02881,15001,40000
"delta.centred[30,1]",-0.08175,0.01114,8.75E-05,-0.1037,-0.08176,-0.05989,15001,40000
"delta.centred[30,2]",-0.08957,0.01078,8.39E-05,-0.1109,-0.08954,-0.06866,15001,40000
"delta.centred[30,3]",0.06087,0.01298,9.36E-05,0.03543,0.06087,0.08629,15001,40000
"delta.centred[30,4]",0.08353,0.01264,1.08E-04,0.05907,0.08349,0.1083,15001,40000
"delta.centred[30,5]",0.1378,0.01279,9.26E-05,0.1127,0.1378,0.1629,15001,40000
"delta.centred[30,6]",0.07398,0.0118,8.89E-05,0.05078,0.07396,0.09721,15001,40000
"delta.centred[30,7]",0.0263,0.01128,8.49E-05,0.004339,0.02627,0.04839,15001,40000
"delta.centred[30,8]",0.03361,0.01119,8.93E-05,0.01171,0.03355,0.05543,15001,40000
"delta.centred[30,9]",-0.03561,0.01118,8.80E-05,-0.05754,-0.03561,-0.01396,15001,40000
"delta.centred[30,10]",-0.03873,0.01098,8.59E-05,-0.06028,-0.0387,-0.01737,15001,40000
"delta.centred[30,11]",-0.1198,0.01101,8.76E-05,-0.1414,-0.1197,-0.09843,15001,40000
"delta.centred[30,12]",-0.05072,0.01132,9.34E-05,-0.07304,-0.05056,-0.02873,15001,40000
"delta.centred[31,1]",0.07073,0.01073,8.10E-05,0.04968,0.07077,0.09183,15001,40000
"delta.centred[31,2]",0.007636,0.01062,8.35E-05,-0.01301,0.007641,0.02864,15001,40000
"delta.centred[31,3]",-0.07417,0.01396,1.17E-04,-0.1013,-0.07421,-0.0466,15001,40000
"delta.centred[31,4]",-0.08131,0.0139,1.14E-04,-0.1089,-0.08126,-0.05424,15001,40000
"delta.centred[31,5]",-0.07179,0.01415,1.10E-04,-0.09966,-0.07174,-0.04402,15001,40000
"delta.centred[31,6]",-0.01062,0.01271,9.30E-05,-0.03561,-0.01061,0.01434,15001,40000
"delta.centred[31,7]",0.0506,0.01168,8.91E-05,0.02792,0.05063,0.0735,15001,40000
"delta.centred[31,8]",-0.00639,0.01158,9.09E-05,-0.02924,-0.006428,0.0163,15001,40000
"delta.centred[31,9]",0.02054,0.01134,8.70E-05,-0.001806,0.02069,0.04248,15001,40000
"delta.centred[31,10]",0.0467,0.011,8.65E-05,0.02523,0.04668,0.06828,15001,40000
"delta.centred[31,11]",0.006144,0.01088,8.09E-05,-0.01512,0.006176,0.02748,15001,40000
"delta.centred[31,12]",0.04192,0.01117,8.54E-05,0.02011,0.04192,0.06356,15001,40000
"delta.centred[32,1]",-0.057,0.009241,7.54E-05,-0.0751,-0.057,-0.03885,15001,40000
"delta.centred[32,2]",0.02681,0.008722,6.61E-05,0.009593,0.02682,0.04399,15001,40000
"delta.centred[32,3]",0.1548,0.01074,8.11E-05,0.1337,0.1548,0.1758,15001,40000
"delta.centred[32,4]",0.001921,0.01151,9.17E-05,-0.02071,0.001965,0.02459,15001,40000
"delta.centred[32,5]",-0.02421,0.01182,9.71E-05,-0.04756,-0.02414,-0.001124,15001,40000
"delta.centred[32,6]",-0.03208,0.01077,8.63E-05,-0.05328,-0.03205,-0.01103,15001,40000
"delta.centred[32,7]",-0.04145,0.0102,8.12E-05,-0.0616,-0.04144,-0.02169,15001,40000
"delta.centred[32,8]",-0.02912,0.009796,7.60E-05,-0.04849,-0.02914,-0.009943,15001,40000
"delta.centred[32,9]",0.04916,0.009398,7.05E-05,0.03074,0.0491,0.06774,15001,40000
"delta.centred[32,10]",0.03619,0.009211,7.33E-05,0.01806,0.03619,0.05428,15001,40000
"delta.centred[32,11]",0.05663,0.00898,7.05E-05,0.0389,0.05669,0.07427,15001,40000
"delta.centred[32,12]",-0.1416,0.009849,7.34E-05,-0.1609,-0.1417,-0.1225,15001,40000
deviance,4420,30.02,0.2643,4364,4419,4481,15001,40000
london.average,21.42,0.02294,3.29E-04,21.38,21.42,21.47,15001,40000
sigma.S,0.3227,0.1061,0.00291,0.08429,0.3366,0.5052,15001,40000
sigma.U,0.1309,0.0664,0.001935,0.02381,0.1258,0.2662,15001,40000
sigma.delta,0.09339,0.00409,2.98E-05,0.08576,0.09327,0.1017,15001,40000
sigma.v,0.2373,0.06044,3.55E-04,0.1525,0.2264,0.3859,15001,40000
spatial.RR[1],1.15,0.05267,5.22E-04,1.049,1.148,1.26,15001,40000
spatial.RR[2],0.7201,0.03296,3.26E-04,0.657,0.719,0.7888,15001,40000
spatial.RR[3],0.7564,0.03471,3.42E-04,0.69,0.7553,0.8285,15001,40000
spatial.RR[4],1.08,0.04941,4.90E-04,0.986,1.079,1.183,15001,40000
spatial.RR[5],0.7832,0.03582,3.56E-04,0.7148,0.7823,0.8578,15001,40000
spatial.RR[6],1.327,0.06071,5.98E-04,1.211,1.326,1.453,15001,40000
spatial.RR[7],1.059,0.04845,4.80E-04,0.9662,1.058,1.16,15001,40000
spatial.RR[8],1.016,0.04647,4.57E-04,0.9271,1.014,1.113,15001,40000
spatial.RR[9],0.9182,0.04202,4.16E-04,0.8376,0.917,1.005,15001,40000
spatial.RR[10],1.145,0.05242,5.19E-04,1.045,1.143,1.254,15001,40000
spatial.RR[11],1.277,0.05841,5.77E-04,1.165,1.275,1.398,15001,40000
spatial.RR[12],1.203,0.05513,5.41E-04,1.097,1.201,1.317,15001,40000
spatial.RR[13],1.183,0.05414,5.34E-04,1.08,1.182,1.296,15001,40000
spatial.RR[14],0.7089,0.03254,3.23E-04,0.6466,0.7079,0.7765,15001,40000
spatial.RR[15],0.8177,0.03748,3.70E-04,0.7458,0.8166,0.8952,15001,40000
spatial.RR[16],0.9845,0.04507,4.46E-04,0.8981,0.9831,1.078,15001,40000
spatial.RR[17],1.064,0.04871,4.82E-04,0.9712,1.063,1.166,15001,40000
spatial.RR[18],1.276,0.05842,5.76E-04,1.164,1.274,1.397,15001,40000
spatial.RR[19],1.158,0.05312,5.30E-04,1.057,1.157,1.269,15001,40000
spatial.RR[20],0.7862,0.03603,3.53E-04,0.7171,0.7851,0.8616,15001,40000
spatial.RR[21],1.237,0.05656,5.58E-04,1.128,1.235,1.355,15001,40000
spatial.RR[22],1.141,0.05224,5.18E-04,1.041,1.139,1.25,15001,40000
spatial.RR[23],0.7329,0.03363,3.34E-04,0.6685,0.732,0.803,15001,40000
spatial.RR[24],1.11,0.05077,4.99E-04,1.012,1.108,1.216,15001,40000
spatial.RR[25],0.8409,0.03849,3.80E-04,0.7671,0.8397,0.9208,15001,40000
spatial.RR[26],0.6012,0.02768,2.73E-04,0.5481,0.6004,0.6588,15001,40000
spatial.RR[27],1.173,0.05367,5.31E-04,1.069,1.171,1.284,15001,40000
spatial.RR[28],0.7546,0.0346,3.40E-04,0.688,0.7536,0.8265,15001,40000
spatial.RR[29],1.178,0.0539,5.36E-04,1.074,1.176,1.29,15001,40000
spatial.RR[30],1.012,0.04629,4.59E-04,0.9229,1.01,1.108,15001,40000
spatial.RR[31],0.8193,0.03753,3.70E-04,0.7474,0.8181,0.8975,15001,40000
spatial.RR[32],2.059,0.09427,9.30E-04,1.879,2.056,2.255,15001,40000
temporal.RR[1],1.293,0.002831,2.86E-05,1.287,1.293,1.298,15001,40000
temporal.RR[2],1.329,0.002905,2.67E-05,1.324,1.329,1.335,15001,40000
temporal.RR[3],0.714,0.002008,1.80E-05,0.71,0.714,0.7179,15001,40000
temporal.RR[4],0.7039,0.00197,1.81E-05,0.7001,0.7039,0.7078,15001,40000
temporal.RR[5],0.6764,0.001914,1.66E-05,0.6727,0.6765,0.6802,15001,40000
temporal.RR[6],0.8462,0.002187,1.96E-05,0.8419,0.8462,0.8505,15001,40000
temporal.RR[7],0.9935,0.002405,2.00E-05,0.9888,0.9935,0.9983,15001,40000
temporal.RR[8],1.051,0.002493,2.22E-05,1.047,1.051,1.056,15001,40000
temporal.RR[9],1.105,0.00257,2.28E-05,1.1,1.105,1.11,15001,40000
temporal.RR[10],1.167,0.002631,2.19E-05,1.162,1.167,1.173,15001,40000
temporal.RR[11],1.229,0.00275,2.43E-05,1.224,1.229,1.234,15001,40000
temporal.RR[12],1.222,0.002741,2.48E-05,1.216,1.222,1.227,15001,40000
"theta[1,1]",0.0315,3.73E-04,2.82E-06,0.03077,0.03151,0.03224,15001,40000
"theta[1,2]",0.03291,3.73E-04,2.79E-06,0.03219,0.03291,0.03365,15001,40000
"theta[1,3]",0.01641,2.56E-04,2.17E-06,0.01592,0.01641,0.01692,15001,40000
"theta[1,4]",0.01556,2.47E-04,2.07E-06,0.01508,0.01556,0.01604,15001,40000
"theta[1,5]",0.01575,2.48E-04,2.03E-06,0.01527,0.01575,0.01624,15001,40000
"theta[1,6]",0.01998,2.84E-04,2.23E-06,0.01943,0.01998,0.02054,15001,40000
"theta[1,7]",0.02314,3.10E-04,2.56E-06,0.02254,0.02314,0.02375,15001,40000
"theta[1,8]",0.02441,3.17E-04,2.42E-06,0.02379,0.0244,0.02503,15001,40000
"theta[1,9]",0.0244,3.19E-04,2.62E-06,0.02378,0.02439,0.02503,15001,40000
"theta[1,10]",0.02553,3.25E-04,2.58E-06,0.0249,0.02553,0.02618,15001,40000
"theta[1,11]",0.02814,3.45E-04,2.70E-06,0.02746,0.02814,0.02882,15001,40000
"theta[1,12]",0.02937,3.61E-04,2.70E-06,0.02866,0.02936,0.03008,15001,40000
"theta[2,1]",0.02015,2.20E-04,1.70E-06,0.01972,0.02015,0.02059,15001,40000
"theta[2,2]",0.01992,2.14E-04,1.71E-06,0.01951,0.01993,0.02035,15001,40000
"theta[2,3]",0.009399,1.39E-04,1.17E-06,0.00913,0.009398,0.009672,15001,40000
"theta[2,4]",0.008862,1.35E-04,1.22E-06,0.008601,0.008862,0.009129,15001,40000
"theta[2,5]",0.009273,1.37E-04,1.13E-06,0.009008,0.009272,0.009544,15001,40000
"theta[2,6]",0.01225,1.63E-04,1.26E-06,0.01194,0.01225,0.01257,15001,40000
"theta[2,7]",0.01459,1.80E-04,1.46E-06,0.01423,0.01459,0.01494,15001,40000
"theta[2,8]",0.01577,1.87E-04,1.39E-06,0.0154,0.01577,0.01614,15001,40000
"theta[2,9]",0.0163,1.91E-04,1.46E-06,0.01592,0.0163,0.01667,15001,40000
"theta[2,10]",0.01712,1.97E-04,1.62E-06,0.01673,0.01712,0.0175,15001,40000
"theta[2,11]",0.01887,2.07E-04,1.52E-06,0.01847,0.01887,0.01927,15001,40000
"theta[2,12]",0.01913,2.15E-04,1.62E-06,0.01872,0.01913,0.01956,15001,40000
"theta[3,1]",0.02175,2.90E-04,2.35E-06,0.02119,0.02175,0.02232,15001,40000
"theta[3,2]",0.02313,3.00E-04,2.41E-06,0.02255,0.02313,0.02372,15001,40000
"theta[3,3]",0.01008,1.86E-04,1.54E-06,0.009716,0.01007,0.01045,15001,40000
"theta[3,4]",0.009755,1.84E-04,1.62E-06,0.009398,0.009754,0.01012,15001,40000
"theta[3,5]",0.009539,1.81E-04,1.41E-06,0.009189,0.009538,0.009897,15001,40000
"theta[3,6]",0.01172,2.05E-04,1.69E-06,0.01132,0.01172,0.01213,15001,40000
"theta[3,7]",0.01357,2.22E-04,1.85E-06,0.01314,0.01357,0.01401,15001,40000
"theta[3,8]",0.01542,2.38E-04,1.99E-06,0.01496,0.01542,0.01589,15001,40000
"theta[3,9]",0.01682,2.53E-04,2.00E-06,0.01633,0.01682,0.01732,15001,40000
"theta[3,10]",0.0177,2.56E-04,2.20E-06,0.0172,0.0177,0.0182,15001,40000
"theta[3,11]",0.02144,2.87E-04,2.21E-06,0.02088,0.02143,0.02201,15001,40000
"theta[3,12]",0.02154,2.91E-04,2.00E-06,0.02098,0.02154,0.02212,15001,40000
"theta[4,1]",0.02681,2.73E-04,2.06E-06,0.02627,0.02682,0.02735,15001,40000
"theta[4,2]",0.02893,2.77E-04,2.21E-06,0.02839,0.02893,0.02947,15001,40000
"theta[4,3]",0.01701,2.02E-04,1.64E-06,0.01662,0.01701,0.01741,15001,40000
"theta[4,4]",0.01553,1.92E-04,1.58E-06,0.01516,0.01553,0.01591,15001,40000
"theta[4,5]",0.01468,1.87E-04,1.60E-06,0.01432,0.01468,0.01506,15001,40000
"theta[4,6]",0.01882,2.14E-04,1.55E-06,0.0184,0.01882,0.01924,15001,40000
"theta[4,7]",0.02098,2.29E-04,1.79E-06,0.02053,0.02098,0.02143,15001,40000
"theta[4,8]",0.02277,2.40E-04,1.79E-06,0.0223,0.02277,0.02325,15001,40000
"theta[4,9]",0.02436,2.50E-04,1.95E-06,0.02388,0.02436,0.02486,15001,40000
"theta[4,10]",0.02555,2.57E-04,2.09E-06,0.02506,0.02555,0.02606,15001,40000
"theta[4,11]",0.026,2.59E-04,2.08E-06,0.0255,0.026,0.02652,15001,40000
"theta[4,12]",0.02607,2.71E-04,2.03E-06,0.02554,0.02607,0.0266,15001,40000
"theta[5,1]",0.01975,2.34E-04,1.90E-06,0.01929,0.01975,0.02021,15001,40000
"theta[5,2]",0.02038,2.31E-04,1.72E-06,0.01992,0.02038,0.02083,15001,40000
"theta[5,3]",0.01164,1.65E-04,1.33E-06,0.01132,0.01164,0.01196,15001,40000
"theta[5,4]",0.01085,1.58E-04,1.39E-06,0.01054,0.01085,0.01116,15001,40000
"theta[5,5]",0.01065,1.57E-04,1.45E-06,0.01034,0.01064,0.01095,15001,40000
"theta[5,6]",0.01361,1.82E-04,1.53E-06,0.01326,0.01361,0.01398,15001,40000
"theta[5,7]",0.01598,2.00E-04,1.63E-06,0.01559,0.01597,0.01637,15001,40000
"theta[5,8]",0.01646,2.03E-04,1.64E-06,0.01606,0.01646,0.01686,15001,40000
"theta[5,9]",0.01781,2.14E-04,1.69E-06,0.0174,0.01781,0.01823,15001,40000
"theta[5,10]",0.01818,2.15E-04,1.59E-06,0.01777,0.01818,0.01861,15001,40000
"theta[5,11]",0.01977,2.27E-04,1.69E-06,0.01933,0.01977,0.02022,15001,40000
"theta[5,12]",0.01949,2.33E-04,1.78E-06,0.01903,0.01949,0.01994,15001,40000
"theta[6,1]",0.03083,3.74E-04,3.33E-06,0.03011,0.03083,0.03157,15001,40000
"theta[6,2]",0.03386,3.82E-04,2.95E-06,0.03312,0.03386,0.03461,15001,40000
"theta[6,3]",0.02136,2.92E-04,2.45E-06,0.02079,0.02135,0.02194,15001,40000
"theta[6,4]",0.01971,2.75E-04,2.27E-06,0.01918,0.01971,0.02025,15001,40000
"theta[6,5]",0.0178,2.63E-04,2.35E-06,0.01729,0.0178,0.01832,15001,40000
"theta[6,6]",0.02229,2.99E-04,2.33E-06,0.02171,0.02229,0.02288,15001,40000
"theta[6,7]",0.02735,3.34E-04,2.59E-06,0.0267,0.02735,0.02802,15001,40000
"theta[6,8]",0.02894,3.46E-04,2.78E-06,0.02826,0.02894,0.02962,15001,40000
"theta[6,9]",0.03111,3.62E-04,2.89E-06,0.03039,0.03111,0.03181,15001,40000
"theta[6,10]",0.03262,3.69E-04,2.90E-06,0.0319,0.03262,0.03334,15001,40000
"theta[6,11]",0.03182,3.63E-04,2.88E-06,0.03111,0.03182,0.03254,15001,40000
"theta[6,12]",0.03045,3.67E-04,3.01E-06,0.02973,0.03045,0.03118,15001,40000
"theta[7,1]",0.029,2.69E-04,1.92E-06,0.02847,0.029,0.02953,15001,40000
"theta[7,2]",0.02939,2.67E-04,2.03E-06,0.02887,0.02939,0.02991,15001,40000
"theta[7,3]",0.01538,1.84E-04,1.65E-06,0.01502,0.01538,0.01575,15001,40000
"theta[7,4]",0.01499,1.85E-04,1.64E-06,0.01463,0.01499,0.01535,15001,40000
"theta[7,5]",0.0139,1.78E-04,1.43E-06,0.01355,0.0139,0.01425,15001,40000
"theta[7,6]",0.01819,2.06E-04,1.63E-06,0.01779,0.01819,0.0186,15001,40000
"theta[7,7]",0.02167,2.26E-04,1.79E-06,0.02123,0.02167,0.02211,15001,40000
"theta[7,8]",0.02246,2.30E-04,1.74E-06,0.02202,0.02246,0.02292,15001,40000
"theta[7,9]",0.02258,2.32E-04,1.76E-06,0.02212,0.02258,0.02303,15001,40000
"theta[7,10]",0.02354,2.36E-04,1.87E-06,0.02308,0.02354,0.024,15001,40000
"theta[7,11]",0.02529,2.48E-04,1.88E-06,0.02481,0.02529,0.02579,15001,40000
"theta[7,12]",0.02773,2.64E-04,2.05E-06,0.02721,0.02773,0.02825,15001,40000
"theta[8,1]",0.02627,2.62E-04,1.95E-06,0.02576,0.02627,0.02679,15001,40000
"theta[8,2]",0.02738,2.64E-04,2.10E-06,0.02687,0.02738,0.02791,15001,40000
"theta[8,3]",0.01639,1.96E-04,1.64E-06,0.01601,0.01639,0.01678,15001,40000
"theta[8,4]",0.01609,1.97E-04,1.50E-06,0.01571,0.01609,0.01648,15001,40000
"theta[8,5]",0.01445,1.83E-04,1.48E-06,0.0141,0.01445,0.01481,15001,40000
"theta[8,6]",0.01699,2.01E-04,1.65E-06,0.0166,0.01699,0.01738,15001,40000
"theta[8,7]",0.02012,2.20E-04,1.78E-06,0.0197,0.02012,0.02056,15001,40000
"theta[8,8]",0.02133,2.29E-04,1.69E-06,0.02089,0.02133,0.02178,15001,40000
"theta[8,9]",0.02154,2.28E-04,1.75E-06,0.0211,0.02154,0.02199,15001,40000
"theta[8,10]",0.02237,2.34E-04,1.78E-06,0.02191,0.02237,0.02283,15001,40000
"theta[8,11]",0.02353,2.40E-04,1.89E-06,0.02307,0.02353,0.02401,15001,40000
"theta[8,12]",0.02413,2.51E-04,1.89E-06,0.02363,0.02413,0.02462,15001,40000
"theta[9,1]",0.02743,2.82E-04,2.00E-06,0.02688,0.02742,0.02798,15001,40000
"theta[9,2]",0.02808,2.85E-04,1.96E-06,0.02753,0.02808,0.02864,15001,40000
"theta[9,3]",0.01156,1.76E-04,1.47E-06,0.01122,0.01156,0.01191,15001,40000
"theta[9,4]",0.01154,1.73E-04,1.37E-06,0.0112,0.01154,0.01188,15001,40000
"theta[9,5]",0.01181,1.78E-04,1.52E-06,0.01147,0.01181,0.01216,15001,40000
"theta[9,6]",0.01528,2.06E-04,1.62E-06,0.01489,0.01528,0.01569,15001,40000
"theta[9,7]",0.01744,2.19E-04,1.71E-06,0.01701,0.01744,0.01787,15001,40000
"theta[9,8]",0.01896,2.30E-04,1.70E-06,0.01851,0.01896,0.01941,15001,40000
"theta[9,9]",0.01971,2.35E-04,1.79E-06,0.01925,0.01972,0.02018,15001,40000
"theta[9,10]",0.02145,2.46E-04,1.93E-06,0.02097,0.02145,0.02193,15001,40000
"theta[9,11]",0.02421,2.63E-04,1.88E-06,0.0237,0.0242,0.02473,15001,40000
"theta[9,12]",0.02592,2.76E-04,2.03E-06,0.02539,0.02592,0.02646,15001,40000
"theta[10,1]",0.03153,3.26E-04,2.31E-06,0.0309,0.03153,0.03217,15001,40000
"theta[10,2]",0.03248,3.30E-04,2.64E-06,0.03184,0.03248,0.03313,15001,40000
"theta[10,3]",0.01566,2.24E-04,1.99E-06,0.01523,0.01566,0.0161,15001,40000
"theta[10,4]",0.01597,2.26E-04,1.87E-06,0.01553,0.01597,0.01641,15001,40000
"theta[10,5]",0.01522,2.14E-04,1.78E-06,0.0148,0.01522,0.01564,15001,40000
"theta[10,6]",0.01901,2.41E-04,1.99E-06,0.01854,0.01901,0.01949,15001,40000
"theta[10,7]",0.02236,2.67E-04,2.27E-06,0.02184,0.02236,0.02289,15001,40000
"theta[10,8]",0.02453,2.81E-04,2.16E-06,0.02398,0.02453,0.02508,15001,40000
"theta[10,9]",0.02554,2.88E-04,2.39E-06,0.02498,0.02554,0.02612,15001,40000
"theta[10,10]",0.02681,2.94E-04,2.28E-06,0.02624,0.02681,0.02738,15001,40000
"theta[10,11]",0.02852,3.08E-04,2.33E-06,0.02792,0.02852,0.02913,15001,40000
"theta[10,12]",0.02902,3.15E-04,2.34E-06,0.0284,0.02902,0.02964,15001,40000
"theta[11,1]",0.0315,3.37E-04,2.33E-06,0.03084,0.0315,0.03216,15001,40000
"theta[11,2]",0.03204,3.31E-04,2.53E-06,0.03139,0.03204,0.03269,15001,40000
"theta[11,3]",0.0178,2.37E-04,1.89E-06,0.01734,0.0178,0.01827,15001,40000
"theta[11,4]",0.01907,2.50E-04,2.12E-06,0.01858,0.01907,0.01957,15001,40000
"theta[11,5]",0.01872,2.47E-04,2.02E-06,0.01824,0.01872,0.01921,15001,40000
"theta[11,6]",0.02274,2.77E-04,2.39E-06,0.02221,0.02274,0.02329,15001,40000
"theta[11,7]",0.02635,2.99E-04,2.46E-06,0.02577,0.02635,0.02694,15001,40000
"theta[11,8]",0.02786,3.09E-04,2.41E-06,0.02726,0.02786,0.02847,15001,40000
"theta[11,9]",0.02932,3.19E-04,2.49E-06,0.0287,0.02932,0.02995,15001,40000
"theta[11,10]",0.02979,3.18E-04,2.68E-06,0.02917,0.02979,0.03042,15001,40000
"theta[11,11]",0.02997,3.20E-04,2.37E-06,0.02934,0.02996,0.0306,15001,40000
"theta[11,12]",0.0303,3.29E-04,2.69E-06,0.02967,0.03031,0.03095,15001,40000
"theta[12,1]",0.02953,3.91E-04,3.18E-06,0.02877,0.02953,0.0303,15001,40000
"theta[12,2]",0.03031,3.83E-04,3.10E-06,0.02956,0.03031,0.03106,15001,40000
"theta[12,3]",0.01853,2.89E-04,2.45E-06,0.01796,0.01853,0.0191,15001,40000
"theta[12,4]",0.01795,2.83E-04,2.38E-06,0.0174,0.01795,0.01851,15001,40000
